taxon_id,name,latin,order,family,weighted_records,province_count,base_rarity,range_bonus,iucn_category,iucn_bonus,iucn_trend,rarity_index
4810,黑眉苇莺,Acrocephalus bistrigiceps,雀形目,苇莺科,375.0,32,5.2374,0.1471,LC,0.0,Stable,5.38
4682,暗灰鹃鵙,Lalage melaschistos,雀形目,山椒鸟科,594.9,27,4.8393,0.5147,LC,0.0,Decreasing,5.35
4354,水雉,Hydrophasianus chirurgus,鸻形目,水雉科,576.6,28,4.8670,0.4412,LC,0.0,Unknown,5.31
4482,红角鸮,Otus sunia,鸮形目,鸱鸮科,491.7,30,5.0065,0.2941,LC,0.0,Stable,5.30
4703,虎纹伯劳,Lanius tigrinus,雀形目,伯劳科,631.6,27,4.7859,0.5147,LC,0.0,Decreasing,5.30
4081,短嘴豆雁,Anser serrirostris,雁形目,鸭科,543.9,29,4.9185,0.3676,LC,0.0,Unknown,5.29
4468,日本鹰鸮,Ninox japonica,鸮形目,鸱鸮科,703.7,26,4.6884,0.5882,LC,0.0,Stable,5.28
4578,斑鱼狗,Ceryle rudis,佛法僧目,翠鸟科,1136.2,20,4.2408,1.0294,LC,0.0,Unknown,5.27
4704,牛头伯劳,Lanius bucephalus,雀形目,伯劳科,512.2,30,4.9710,0.2941,LC,0.0,Decreasing,5.27
4082,白额雁,Anser albifrons,雁形目,鸭科,400.1,33,5.1829,0.0735,LC,0.0,Unknown,5.26
4362,翻石鹬,Arenaria interpres,鸻形目,鹬科,730.9,26,4.6539,0.5882,LC,0.0,Decreasing,5.24
4369,弯嘴滨鹬,Calidris ferruginea,鸻形目,鹬科,495.8,33,4.9993,0.0735,NT,0.15,Decreasing,5.22
4348,蒙古沙鸻,Charadrius mongolus,鸻形目,鸻科,1784.2,23,3.7960,0.8088,EN,0.6,Decreasing,5.20
4385,丘鹬,Scolopax rusticola,鸻形目,鹬科,395.3,34,5.1932,0.0000,LC,0.0,Unknown,5.19
4696,发冠卷尾,Dicrurus hottentottus,雀形目,卷尾科,559.6,30,4.8934,0.2941,LC,0.0,Decreasing,5.19
4941,强脚树莺,Horornis fortipes,雀形目,树莺科,774.1,26,4.6014,0.5882,LC,0.0,Decreasing,5.19
5259,蓝喉歌鸲,Luscinia svecica,雀形目,鹟科,513.4,31,4.9689,0.2206,LC,0.0,Stable,5.19
4389,针尾沙锥,Gallinago stenura,鸻形目,鹬科,474.5,32,5.0373,0.1471,LC,0.0,Unknown,5.18
4366,阔嘴鹬,Calidris falcinellus,鸻形目,鹬科,797.6,26,4.5738,0.5882,LC,0.0,Decreasing,5.16
4935,棕脸鹟莺,Abroscopus albogularis,雀形目,树莺科,698.0,28,4.6958,0.4412,LC,0.0,Decreasing,5.14
4292,绿鹭,Butorides striata,鹈形目,鹭科,551.4,31,4.9064,0.2206,LC,0.0,Stable,5.13
5255,红尾歌鸲,Larvivora sibilans,雀形目,鹟科,766.4,27,4.6106,0.5147,LC,0.0,Decreasing,5.13
5001,震旦鸦雀,Paradoxornis heudei,雀形目,鸦雀科,2413.7,14,3.4858,1.4706,NT,0.15,Decreasing,5.11
4429,普通海鸥,Larus canus,鸻形目,鸥科,488.9,33,5.0116,0.0735,LC,0.0,Unknown,5.09
4678,小灰山椒鸟,Pericrocotus cantonensis,雀形目,山椒鸟科,1106.2,23,4.2664,0.8088,LC,0.0,Decreasing,5.08
4634,燕隼,Falco subbuteo,隼形目,隼科,496.9,33,4.9974,0.0735,LC,0.0,Decreasing,5.07
4112,花脸鸭,Sibirionetta formosa,雁形目,鸭科,569.6,32,4.8778,0.1471,LC,0.0,Stable,5.02
4398,灰尾漂鹬,Tringa brevipes,鸻形目,鹬科,1274.7,23,4.1295,0.8088,NT,0.075,Stable,5.01
4096,赤麻鸭,Tadorna ferruginea,雁形目,鸭科,548.2,33,4.9115,0.0735,LC,0.0,Increasing,4.99
4215,普通秧鸡,Rallus indicus,鹤形目,秧鸡科,653.4,31,4.7553,0.2206,LC,0.0,Unknown,4.98
4070,小天鹅,Cygnus columbianus,雁形目,鸭科,773.5,29,4.6020,0.3676,LC,0.0,Stable,4.97
5396,红喉鹨,Anthus cervinus,雀形目,鹡鸰科,609.9,32,4.8171,0.1471,LC,0.0,Stable,4.96
4171,普通夜鹰,Caprimulgus jotaka,夜鹰目,夜鹰科,681.6,31,4.7173,0.2206,LC,0.0,Decreasing,4.94
5285,黄眉姬鹟,Ficedula narcissina,雀形目,鹟科,1590.5,20,3.9113,1.0294,LC,0.0,Decreasing,4.94
4370,青脚滨鹬,Calidris temminckii,鸻形目,鹬科,599.1,33,4.8330,0.0735,LC,0.0,Unknown,4.91
5254,蓝歌鸲,Larvivora cyane,雀形目,鹟科,718.4,31,4.6696,0.2206,LC,0.0,Decreasing,4.89
5400,水鹨,Anthus spinoletta,雀形目,鹡鸰科,670.1,32,4.7327,0.1471,LC,0.0,Stable,4.88
4105,白眼潜鸭,Aythya nyroca,雁形目,鸭科,742.3,33,4.6397,0.0735,NT,0.15,Decreasing,4.86
4536,黑鸢,Milvus migrans,鹰形目,鹰科,582.8,34,4.8575,0.0000,LC,0.0,Stable,4.86
5333,小太平鸟,Bombycilla japonica,雀形目,太平鸟科,874.0,31,4.4891,0.2206,NT,0.15,Decreasing,4.86
5245,铜蓝鹟,Eumyias thalassinus,雀形目,鹟科,1027.0,27,4.3373,0.5147,LC,0.0,Decreasing,4.85
4080,豆雁,Anser fabalis,雁形目,鸭科,698.3,32,4.6954,0.1471,LC,0.0,Decreasing,4.84
5295,红喉姬鹟,Ficedula albicilla,雀形目,鹟科,595.6,34,4.8381,0.0000,LC,0.0,Decreasing,4.84
4596,斑姬啄木鸟,Picumnus innominatus,啄木鸟目,啄木鸟科,1679.2,21,3.8570,0.9559,LC,0.0,Decreasing,4.81
4091,普通秋沙鸭,Mergus merganser,雁形目,鸭科,873.9,30,4.4891,0.2941,LC,0.0,Unknown,4.78
5375,斑文鸟,Lonchura punctulata,雀形目,梅花雀科,1863.6,20,3.7519,1.0294,LC,0.0,Increasing,4.78
4444,白额燕鸥,Sternula albifrons,鸻形目,鸥科,755.7,32,4.6234,0.1471,LC,0.0,Decreasing,4.77
4367,尖尾滨鹬,Calidris acuminata,鸻形目,鹬科,1195.6,31,4.1916,0.2206,VU,0.35,Decreasing,4.76
4192,小鸦鹃,Centropus bengalensis,鹃形目,杜鹃科,1440.0,24,4.0100,0.7353,LC,0.0,Increasing,4.75
4281,大麻鳽,Botaurus stellaris,鹈形目,鹭科,772.1,32,4.6036,0.1471,LC,0.0,Stable,4.75
4428,黑尾鸥,Larus crassirostris,鸻形目,鸥科,1784.9,21,3.7956,0.9559,LC,0.0,Stable,4.75
4615,星头啄木鸟,Picoides canicapillus,啄木鸟目,啄木鸟科,918.6,30,4.4425,0.2941,LC,0.0,Decreasing,4.74
5264,红喉歌鸲,Calliope calliope,雀形目,鹟科,762.3,33,4.6154,0.0735,LC,0.0,Unknown,4.69
5506,黄眉鹀,Emberiza chrysophrys,雀形目,鹀科,1226.9,27,4.1666,0.5147,LC,0.0,Unknown,4.68
4528,雀鹰,Accipiter nisus,鹰形目,鹰科,779.5,33,4.5950,0.0735,LC,0.0,Stable,4.67
4395,翘嘴鹬,Xenus cinereus,鸻形目,鹬科,1463.3,25,3.9942,0.6618,LC,0.0,Decreasing,4.66
4276,黑脸琵鹭,Platalea minor,鹈形目,鹮科,3059.5,19,3.2356,1.1029,EN,0.3,Stable,4.64
4781,云雀,Alauda arvensis,雀形目,百灵科,953.6,31,4.4074,0.2206,LC,0.0,Decreasing,4.63
4919,淡脚柳莺,Phylloscopus tenellipes,雀形目,柳莺科,1518.3,25,3.9576,0.6618,LC,0.0,Decreasing,4.62
5195,乌灰鸫,Turdus cardis,雀形目,鸫科,1429.2,26,4.0174,0.5882,LC,0.0,Unknown,4.61
5086,白颊噪鹛,Pterorhinus sannio,雀形目,噪鹛科,2250.0,20,3.5588,1.0294,LC,0.0,Stable,4.59
4147,火斑鸠,Streptopelia tranquebarica,鸽形目,鸠鸽科,1151.1,30,4.2282,0.2941,LC,0.0,Decreasing,4.52
4572,三宝鸟,Eurystomus orientalis,佛法僧目,佛法僧科,1246.2,29,4.1514,0.3676,LC,0.0,Unknown,4.52
4099,鸳鸯,Aix galericulata,雁形目,鸭科,1080.1,31,4.2892,0.2206,LC,0.0,Decreasing,4.51
4358,白腰杓鹬,Numenius arquata,鸻形目,鹬科,1103.4,33,4.2689,0.0735,NT,0.15,Decreasing,4.49
4594,蚁䴕,Jynx torquilla,啄木鸟目,啄木鸟科,876.5,34,4.4863,0.0000,LC,0.0,Stable,4.49
4625,大斑啄木鸟,Dendrocopos major,啄木鸟目,啄木鸟科,1115.2,31,4.2586,0.2206,LC,0.0,Decreasing,4.48
4371,长趾滨鹬,Calidris subminuta,鸻形目,鹬科,966.3,33,4.3950,0.0735,LC,0.0,Decreasing,4.47
4341,金鸻,Pluvialis fulva,鸻形目,鸻科,925.0,34,4.4361,0.0000,LC,0.0,Decreasing,4.44
